date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:10:42	2741/2741	---M--	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202017%2013:10:43%20GMT	http://www.residencialluizaqueiroz.com.br/index.php	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/index.html	(from )
10:10:42	463/463	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Jan%202017%2013:10:43%20GMT	http://www.residencialluizaqueiroz.com.br/robots.txt		(from )
10:10:42	4242/4242	---M--	200	added ('OK')	text/css	etag:%221092-4df5f7c4ab2c0%22	http://www.residencialluizaqueiroz.com.br/css/estilo.css	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/css/estilo.css	(from )
10:10:42	1999/1999	---M--	200	added ('OK')	text/css	etag:%227cf-4df5f7cf28b80%22	http://www.residencialluizaqueiroz.com.br/shadowbox/shadowbox.css	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/shadowbox/shadowbox.css	(from )
10:10:43	3032/3032	---M--	200	added ('OK')	text/css	etag:%22bd8-4df5f7c59f500%22	http://www.residencialluizaqueiroz.com.br/SpryAssets/SpryValidationTextField.css	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/SpryAssets/SpryValidationTextField.css	(from )
10:10:43	393/393	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Jan%202017%2013:10:44%20GMT	http://www.residencialluizaqueiroz.com.br/mobile	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/mobile.4.delayed	(from )
10:10:43	3611/3611	---M--	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202017%2013:10:44%20GMT	http://www.residencialluizaqueiroz.com.br/mobile/	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/mobile/index.html	(from http://www.residencialluizaqueiroz.com.br/index.php)
10:10:48	22208/22208	---M--	200	added ('OK')	image/jpeg	etag:%2256c0-4df5f7b0a4380%22	http://www.residencialluizaqueiroz.com.br/pics/logo.jpg	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/pics/logo.jpg	(from )
10:10:48	2751/2751	---M--	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202017%2013:10:49%20GMT	http://www.residencialluizaqueiroz.com.br/empreendimento.php	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/empreendimento.html	(from )
10:10:49	3676/3676	---M--	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202017%2013:10:50%20GMT	http://www.residencialluizaqueiroz.com.br/imagens.php	C:/Users/João%20Paulo/Documents/luiza%20queiroz/www.residencialluizaqueiroz.com.br/imagens.html	(from )
